name,h_index,h_index_rank,composite_score,composite_rank,total_citation_count,total_paper_count,venue_diversity,citations_per_paper,institution,rank_difference,abs_rank_difference
Dongjin Choi,7,669.0,0.35823173611915526,938.0,165,16,0.930688285550101,10.3125,,-269.0,269.0
Jun Wang,5,764.0,0.35816666666666674,939.0,189,8,1.0,23.625,,-175.0,175.0
Binggui Zhou,6,704.0,0.3579719987793006,940.0,219,22,0.9710459299447972,9.954545454545457,,-236.0,236.0
S. Nair,1,945.0,0.35747694297733656,941.0,31,1,0.9198682455847804,31.0,,4.0,4.0
Shenyu Xu,6,704.0,0.3569418045833367,942.0,172,6,0.920619835714305,28.666666666666668,,-238.0,238.0
T. Manjunath,8,635.0,0.3569177072474443,943.0,180,31,0.955222212837547,5.806451612903226,,-308.0,308.0
Lotem Peled-Cohen,1,945.0,0.356,944.0,45,2,1.0,22.5,,1.0,1.0
S. Siddiqui,5,764.0,0.35520369945897057,945.0,119,6,0.8649735207179272,19.833333333333332,,-181.0,181.0
Rosa Vallejos,6,704.0,0.35330885232676684,946.0,185,35,0.9575261403463023,5.285714285714286,,-242.0,242.0
Guangzheng Xiong,1,945.0,0.352,947.0,32,2,1.0,16.0,,-2.0,2.0
Faizan Ahmad,4,809.0,0.3517128854070756,948.0,99,8,1.0000000000000002,12.375,,-139.0,139.0
Nikola Tulechki,4,809.0,0.3515972797312157,949.0,198,7,0.9609640474436812,28.285714285714285,,-140.0,140.0
Wannaphong Phatthiyaphaibun,4,809.0,0.3512213739099679,950.0,118,16,0.935944697445866,7.375,,-141.0,141.0
Zhaorong Zong,3,852.0,0.3504573265150912,951.0,64,5,0.9182958340544894,12.8,,-99.0,99.0
Xiao Li,3,852.0,0.35005239364584095,952.0,152,5,0.946394630357186,30.4,,-100.0,100.0
Nikita Klyuchnikov,9,599.0,0.3495207225265851,953.0,331,22,0.9313594078495964,15.045454545454543,,-354.0,354.0
John Moore,5,764.0,0.34844444444444445,954.0,372,18,1.0,20.666666666666668,,-190.0,190.0
Mengqi Wang,3,852.0,0.3477342145025153,955.0,95,5,1.0000000000000002,19.0,,-103.0,103.0
C. Manning,1,945.0,0.3472043010752688,956.0,53,6,1.0,8.833333333333334,,-11.0,11.0
J. Hochgesang,8,635.0,0.3471234173267832,957.0,326,28,0.8845147656768563,11.642857142857142,,-322.0,322.0
Joanne Boisson,4,809.0,0.34668961829977607,958.0,177,13,0.9766146686727132,13.615384615384617,,-149.0,149.0
Y. Vasiliev,3,852.0,0.34648405535286997,959.0,108,19,0.9198682455847804,5.684210526315789,,-107.0,107.0
Zaid Zada,8,635.0,0.3434252426422604,960.0,431,19,0.7132785079020678,22.68421052631579,Princeton University,-325.0,325.0
Jeremy Goldwasser,3,852.0,0.3428016824769433,961.0,164,10,0.9697238998682473,16.4,,-109.0,109.0
M. Abbaszade,3,852.0,0.3402333333333333,962.0,53,5,0.9999999999999998,10.6,,-110.0,110.0
Changchun Hong,2,903.0,0.3400446281023928,963.0,49,5,0.9182958340544894,9.8,,-60.0,60.0
Ji-Ung Lee,6,704.0,0.33869686222021606,964.0,161,13,0.9484503122074792,12.384615384615383,,-260.0,260.0
Can Udomcharoenchaikit,5,764.0,0.33817478829135345,965.0,147,24,0.930392717459259,6.125,,-201.0,201.0
Deepa Yogish,4,809.0,0.33747055301766526,966.0,63,11,0.930628224416578,5.7272727272727275,,-157.0,157.0
Z. Bilgrami,8,635.0,0.33670448716315593,967.0,265,34,0.8443648600007633,7.794117647058823,,-332.0,332.0
Korakot Chaovavanich,2,903.0,0.33599999999999997,968.0,87,3,1.0,29.0,,-65.0,65.0
Adarsha Shivananda,6,704.0,0.33505431125931706,969.0,140,24,0.7974532071960978,5.833333333333333,,-265.0,265.0
Richard Tobin,1,945.0,0.33420000000000005,970.0,129,5,1.0,25.8,,-25.0,25.0
Arthit Suriyawongkul,3,852.0,0.33416440507944895,971.0,119,10,0.9629610647945144,11.9,ADAPT Centre,-119.0,119.0
Charin Polpanumas,6,704.0,0.33413031005969257,972.0,260,10,0.8983289127685204,26.0,,-268.0,268.0
N. Khan,8,635.0,0.33243655312750875,973.0,285,17,0.9409583900892996,16.764705882352942,,-338.0,338.0
G. Felice,11,542.0,0.33131072600769707,974.0,513,40,0.810794882206145,12.825,,-432.0,432.0
Simon Tannert,4,809.0,0.3306269841269841,975.0,137,7,1.0000000000000002,19.571428571428573,,-166.0,166.0
Bobbi Aubrey,7,669.0,0.32879639723683796,976.0,417,14,0.7551630862513187,29.785714285714285,,-307.0,307.0
Osman Guzide,5,764.0,0.3264958422783381,977.0,160,27,0.6865507212606353,5.925925925925926,,-213.0,213.0
Ke Xu,3,852.0,0.32587036612563725,978.0,100,5,0.8649735207179272,20.0,,-126.0,126.0
Xujuan Zhou,3,852.0,0.3255962584770178,979.0,63,10,0.9708357627258162,6.3,,-127.0,127.0
M. Radeos,15,437.0,0.3250163601135434,980.0,753,58,0.8947672573493324,12.982758620689657,,-543.0,543.0
Hulin Wang,6,704.0,0.3231715847592568,981.0,237,10,0.9697238998682473,23.7,,-277.0,277.0
Mikhail Salnikov,5,764.0,0.32269602063387426,982.0,169,8,0.9165164431996023,21.125,Skoltech,-218.0,218.0
James F. Martin,3,852.0,0.32208869594003786,983.0,87,19,0.946394630357186,4.578947368421052,,-131.0,131.0
Mariam Zomorodi,7,669.0,0.31594872714797406,984.0,129,13,0.9770696496367745,9.923076923076923,,-315.0,315.0
R. H. Perlis,7,669.0,0.31471935835715603,985.0,289,20,0.7414439525170822,14.45,,-316.0,316.0
A. Nik,4,809.0,0.3111303423881071,986.0,46,4,0.9182958340544894,11.5,,-177.0,177.0
Shi Wang,5,764.0,0.3107020416359776,987.0,79,5,0.9609640474436812,15.8,,-223.0,223.0
S. S. Mousavi,3,852.0,0.305457264957265,988.0,53,9,1.0000000000000002,5.888888888888889,,-136.0,136.0
Kenneth Lai,5,764.0,0.28537705198403535,989.0,140,22,0.9236476643394022,6.363636363636363,,-225.0,225.0
Asma Khan,1,945.0,0.2815000000000001,990.0,55,1,0.0,55.0,,-45.0,45.0
L. Huang,3,852.0,0.27892857142857147,991.0,69,7,1.0000000000000002,9.857142857142858,,-139.0,139.0
Erik W. Kuiler,5,764.0,0.2527965710035408,992.0,131,19,0.3912435636292556,6.894736842105263,,-228.0,228.0
Lauritz Gerlach,1,945.0,0.2315,993.0,45,1,0.0,45.0,,-48.0,48.0
Saumil Parikh,3,852.0,0.23068559339476444,994.0,81,12,0.5916727785823274,6.75,,-142.0,142.0
Yu,1,945.0,0.21994444444444447,995.0,92,2,0.0,46.0,,-50.0,50.0
Yiyun Zhou,1,945.0,0.2195,996.0,42,1,0.0,42.0,,-51.0,51.0
Gongcheng Wang,2,903.0,0.2021666666666667,997.0,69,3,0.0,23.0,,-94.0,94.0
Eric Hermann,2,903.0,0.1867,998.0,169,5,0.0,33.8,,-95.0,95.0
Shaochun Hao,1,945.0,0.17950000000000002,999.0,32,1,0.0,32.0,,-54.0,54.0
Maged S. Alshaibani,3,852.0,0.1585,1000.0,84,3,0.0,28.0,,-148.0,148.0
